,loss,accuracy,val_loss,val_accuracy
0,1.791703105,0.630741417,2.045836687,0.597222209
1,1.146661282,0.763849437,1.040211082,0.606770813
2,0.680578291,0.791681707,1.770933986,0.590277791
3,0.554920971,0.824231446,5.270439148,0.576388896
4,0.50745666,0.82567811,8.26766777,0.611979187
5,0.406476349,0.844846308,9.329237938,0.569444418
6,0.437882453,0.84882462,10.84492302,0.513888896
7,0.434834331,0.843037963,14.11985111,0.620659709
8,0.383505374,0.870162725,12.81358624,0.611979187
9,0.397814661,0.852802873,14.16231441,0.625868082
10,0.455510855,0.851356268,12.1323328,0.53125
11,0.404034913,0.869077742,16.03043556,0.576388896
12,0.439563066,0.859674513,10.14250565,0.547743082
13,0.364890754,0.8813743,10.19813347,0.592013896
14,0.344027609,0.884629309,6.791028023,0.6171875
15,0.293038338,0.898372531,5.582818508,0.615451396
16,0.283991098,0.896202505,5.307994366,0.614583313
17,0.292636037,0.894032538,6.641438007,0.524305582
18,0.293605804,0.889330924,4.271827221,0.5859375
19,0.302727729,0.899457514,5.302289963,0.5546875
20,0.27564919,0.900904179,10.32550526,0.394097209
21,0.263805836,0.913924038,7.167597294,0.4609375
22,0.284261465,0.899457514,8.581618309,0.347222209
23,0.267278194,0.907052457,3.953118563,0.336805552
24,0.269522488,0.901627481,2.354943514,0.642361104
25,0.244161367,0.917540669,1.033220887,0.722222209
26,0.255720943,0.907052457,2.849413157,0.4765625
27,0.244823232,0.915732384,0.925530314,0.722222209
28,0.255604386,0.915732384,0.694746494,0.723090291
29,0.242298484,0.917179048,0.955101252,0.689236104
